label,sentence1,sentence2
0,"The Christians for National Liberation (CNL), which is the underground organization running all church-based organizations like Rural Missionaries of the Philippines (RMP) etc., co-hosted the forum with the following speakers: bogus professor Jose Ma Sison (bogus because he does not have any credentials to show he is a professor, according to DepEd); and bogus senior adviser of the peace panel Luis Jalandoni and Sister Coni Ledesma (both bogus peace panelists as there are no peace talks to speak of).",peace talk
0,"Figure 1: Women's qualitative and informed participation in possible peace structures  If I examine the physical involvement of women in the negotiation and peace talk team and nominated list of  facilitators in the paste, it is quite discouraging.",peace talk
1,"Lamai Gum Ja, a member of the Peace Talk Creation Group, a committee of businessmen and community leaders from Kachin state involved in the peace process, said there have been reports of casualties on both sides from the military's most recent attacks, though the numbers are unclear.",peace talk
1,"In its tone and minor-key approach, Peace Talks is reminiscent of the Julian Barnes of Levels of Life, plus lashings of (duly credited) James Salter.",peace talk
1,The Peace Talks is an initiative that showcases the inspirational stories of people who are making extraordinary contributions to peace.,peace talk
1,"After all, I think I’m the only host on the network that’s had a large pack rat run through the kitchen in the middle of filming a cooking show.""",rat run
0,"When constructed it was anticipated that Korikori Green would be a ‘park lane’ to service the park and not expected to operate as a key link, or become a rat run, in the road network,” says Robyn Denton, City Transportation Operations Team Leader.",rat run
0,"Ryan said Moyross would not become a “rat run”, saying “certainly not under my watch”.",rat run
0,It is very disappointing that there are a number of drivers locally not using the official diversions and as such are using local villages like Great Broughton as rat runs.,rat run
0,"Other changes to address local feedback have included alterations to the road layout to avoid a potential rat run, as well as an increase in the number of parking spaces.",rat run
0,"And Battle Ward councillor Gul Khan added: “Residents are always raising concern at the dangerous speeds of some drivers, especially those using the side streets as a “rat run” to avoid traffic on the main through routes.",rat run
0,"A council spokesman said: ""The issue of rat running was considered in some detail at the time of the planning application back in 2011, by the council and Transport for Greater Manchester.",rat run
0,"Mr O'Dea claimed these amended plans would lead to a ""a rat run though a residential area of Moyross"", which would prevent investment linked to the development of the road.",rat run
0,Mr O’Dea said the minister’s proposal to develop half of the project would turn Moyross into a “rat run” for motorists travelling through an area of the city earmarked for regeneration.,rat run
0,"There have been 18 objections to the scheme, with concern van drivers will 'rat run' down residential streets such as Low Road.",rat run
0,He said it was clear there was a problem with rat running through the estate and something had to be done “to manage the through traffic”.,rat run
0,This is likely due to cars choosing to still avoid the main road into Tolworth and using the smaller residential roads as 'rat runs'.,rat run
0,"Bolton Council says it consulted with Transport for Greater Manchester over the potential issue of ""rat running"" and that, if vehicles were to bypass the development site, this would be done over a ""wide network"".",rat run
0,"Resident Kate Salter, 41, said: ""Our road has become an increasingly busy and dangerous rat run and we've campaigned over the years for changes to be made and they haven't been.",rat run
0,She said that the scheme 'is to improve the environment for residents and users of the nearby children's play park and the two other parks' She told me that King Charles Rd was used as a 'rat run' to avoid traffic on Ewell Road.,rat run
0,"I completely reject the notion of partial road, because what's actually being proposed will result in a rat run through a residential area of Moyross,” he said.",rat run
0,As a parish council we remain appalled members of this planning committee have ignored the seriously adverse impact that opening up our streets to create a rat run to avoid congestion on hermitage lane would have on our residents.,rat run
0,The busy 'rat run' lane is located between Tamerton Foliot and Whitleigh and the west of city.,rat run
0,"The current infrastructure can't cope with traffic at peak times,"" one said, saying that roads around the site were already used as a rat run during peak hours.",rat run
1,"Additionally, studies the market status, share, rate of growth, future trends, market drivers, opportunities and challenges, risks and entry barriers, sales channels, distributors and Porter's 5 Forces Analysis of Low Profile Gastrostomy Device Market.",low profile
1,Low Profile Gastrostomy Device research report has combined the analysis of different aspects that increase the market's growth.,low profile
